order_id,customer_id,order_date,status,total_amount,shipping_method,shipping_address,billing_address,payment_method,delivery_date,site_id
ORD0002984,CUS000085,2025-02-27 00:15:41,Delivered,2976.75,Express,65310 Smith Causeway,65310 Smith Causeway,Bank Transfer,2025-02-28,LOC002
ORD0002985,CUS000011,2025-02-27 09:35:41,Delivered,1133.74,Pick up in store,627 Carol Vista,627 Carol Vista,Credit Card,2025-02-28,LOC003
ORD0002986,CUS000032,2025-02-27 10:06:41,Delivered,1464.52,Pick up in store,57334 Cooper Island,57334 Cooper Island,PayPal,2025-03-04,LOC004
ORD0002987,CUS000048,2025-02-27 05:14:41,Delivered,3686.1800000000003,Standard,1997 Shelly Shore,1997 Shelly Shore,Credit Card,2025-03-04,LOC015
ORD0002988,CUS000100,2025-02-27 05:59:41,Delivered,4215.5199999999995,Next Day,14536 Holly Trail,14536 Holly Trail,Bank Transfer,2025-03-05,LOC011
ORD0002989,CUS000018,2025-02-26 11:34:41,Delivered,4011.77,Next Day,693 Kathryn Extension,693 Kathryn Extension,Bank Transfer,2025-02-28,LOC007
ORD0002990,CUS000017,2025-02-27 09:00:41,Delivered,4897.17,Next Day,4207 Craig Causeway,4207 Craig Causeway,Bank Transfer,2025-03-03,LOC019
ORD0002991,CUS000088,2025-02-26 11:14:41,Delivered,4855.78,Next Day,50544 Penny Isle Suite 526,50544 Penny Isle Suite 526,Credit Card,2025-03-02,LOC001
ORD0002992,CUS000074,2025-02-26 22:09:41,Delivered,11250.15,Express,42549 Zavala Lakes Suite 652,42549 Zavala Lakes Suite 652,Bank Transfer,2025-03-05,LOC006
ORD0002993,CUS000065,2025-02-26 17:21:41,Delivered,1447.78,Pick up in store,0316 Wendy Club Apt. 476,0316 Wendy Club Apt. 476,PayPal,2025-03-05,LOC016
ORD0002994,CUS000035,2025-02-27 01:33:41,Delivered,8146.400000000001,Standard,0435 Mullins Canyon,0435 Mullins Canyon,Credit Card,2025-03-06,LOC010
ORD0002995,CUS000088,2025-02-26 11:47:41,Delivered,14532.0,Express,50544 Penny Isle Suite 526,50544 Penny Isle Suite 526,Credit Card,2025-03-05,LOC007
ORD0002996,CUS000002,2025-02-27 00:16:41,Delivered,2743.1899999999996,Next Day,7944 Rich Turnpike,7944 Rich Turnpike,Credit Card,2025-03-02,LOC009
ORD0002997,CUS000080,2025-02-26 18:20:41,Delivered,7000.43,Express,84198 Mitchell Light,84198 Mitchell Light,PayPal,2025-03-03,LOC006
ORD0002998,CUS000097,2025-02-26 13:01:41,Delivered,5093.8,Next Day,728 Laurie Cape,728 Laurie Cape,Credit Card,2025-02-27,LOC014
ORD0002999,CUS000023,2025-02-28 08:18:41,Delivered,1386.75,Standard,245 Hall Cove,245 Hall Cove,PayPal,2025-03-06,LOC007
ORD0003000,CUS000052,2025-02-27 14:47:41,Delivered,3240.09,Express,28803 Kyle Island,28803 Kyle Island,Credit Card,2025-03-01,LOC006
ORD0003001,CUS000065,2025-02-28 07:24:41,Delivered,3971.58,Express,0316 Wendy Club Apt. 476,0316 Wendy Club Apt. 476,Bank Transfer,2025-03-07,LOC010
ORD0003002,CUS000045,2025-02-28 07:10:41,Delivered,5167.74,Standard,14062 Oliver Spurs,14062 Oliver Spurs,Bank Transfer,2025-03-05,LOC019
ORD0003003,CUS000002,2025-02-27 20:54:41,Delivered,171.21,Express,7944 Rich Turnpike,7944 Rich Turnpike,Credit Card,2025-03-02,LOC007
ORD0003004,CUS000006,2025-02-27 13:24:41,Delivered,4371.37,Express,20878 Andersen Lock Suite 120,20878 Andersen Lock Suite 120,Bank Transfer,2025-03-06,LOC015
ORD0003005,CUS000029,2025-02-27 18:07:41,Delivered,1288.78,Pick up in store,248 Schaefer Alley,248 Schaefer Alley,PayPal,2025-03-03,LOC003
ORD0003006,CUS000043,2025-02-28 00:12:41,Delivered,4308.110000000001,Express,1002 John Row Apt. 424,1002 John Row Apt. 424,PayPal,2025-03-05,LOC015
ORD0003007,CUS000015,2025-02-28 04:15:41,Delivered,2161.07,Express,943 Dawn Extension Apt. 032,943 Dawn Extension Apt. 032,Bank Transfer,2025-03-03,LOC017
ORD0003008,CUS000063,2025-02-27 13:47:41,Delivered,294.77,Pick up in store,6888 Emily Underpass,6888 Emily Underpass,PayPal,2025-03-03,LOC010
ORD0003009,CUS000060,2025-02-27 15:10:41,Delivered,7504.3,Standard,50318 Kenneth Burg Suite 855,50318 Kenneth Burg Suite 855,Bank Transfer,2025-03-01,LOC018
ORD0003010,CUS000053,2025-02-28 03:55:41,Delivered,6462.410000000001,Standard,92512 Armstrong Station,92512 Armstrong Station,Credit Card,2025-03-07,LOC005
ORD0003011,CUS000093,2025-02-27 11:11:41,Delivered,1167.18,Standard,443 Evans Pine Apt. 602,443 Evans Pine Apt. 602,Credit Card,2025-03-05,LOC012
ORD0003012,CUS000013,2025-02-27 19:06:41,Delivered,5497.0199999999995,Next Day,54024 Miller Track Suite 763,54024 Miller Track Suite 763,Bank Transfer,2025-03-05,LOC010
ORD0003013,CUS000076,2025-02-27 18:04:41,Delivered,6129.6900000000005,Standard,8996 Amanda Plaza,8996 Amanda Plaza,Bank Transfer,2025-03-05,LOC019
ORD0003014,CUS000007,2025-02-28 07:28:41,Delivered,4567.620000000001,Pick up in store,64048 Golden Mount Suite 491,64048 Golden Mount Suite 491,Bank Transfer,2025-03-06,LOC011
ORD0003015,CUS000097,2025-02-28 01:39:41,Delivered,2623.56,Next Day,728 Laurie Cape,728 Laurie Cape,Credit Card,2025-03-03,LOC010
ORD0003016,CUS000092,2025-02-27 15:48:41,Delivered,1308.8999999999999,Express,441 Nichols Glen,441 Nichols Glen,Credit Card,2025-03-04,LOC015
ORD0003017,CUS000007,2025-02-27 14:14:41,Delivered,7191.72,Standard,64048 Golden Mount Suite 491,64048 Golden Mount Suite 491,Credit Card,2025-03-06,LOC003
ORD0003018,CUS000022,2025-02-28 09:09:41,Delivered,1417.84,Next Day,290 Hodges Pine,290 Hodges Pine,Bank Transfer,2025-03-07,LOC020
ORD0003019,CUS000038,2025-02-28 02:19:41,Delivered,7106.849999999999,Pick up in store,811 Leonard Ford Apt. 102,811 Leonard Ford Apt. 102,PayPal,2025-03-05,LOC002
ORD0003020,CUS000033,2025-02-27 18:37:41,Delivered,9453.589999999998,Standard,32833 Harris Fall,32833 Harris Fall,Bank Transfer,2025-03-05,LOC007
ORD0003021,CUS000100,2025-02-27 14:57:41,Delivered,6247.49,Express,14536 Holly Trail,14536 Holly Trail,Credit Card,2025-02-28,LOC019
ORD0003022,CUS000012,2025-02-28 01:51:41,Delivered,6589.789999999999,Pick up in store,753 Powell Manor Suite 888,753 Powell Manor Suite 888,PayPal,2025-03-07,LOC009
ORD0003023,CUS000012,2025-02-27 15:46:41,Delivered,4888.259999999999,Standard,753 Powell Manor Suite 888,753 Powell Manor Suite 888,PayPal,2025-03-04,LOC004
ORD0003024,CUS000005,2025-02-28 11:04:41,Delivered,64.62,Next Day,55835 Christopher Parkways Suite 486,55835 Christopher Parkways Suite 486,PayPal,2025-03-03,LOC002
ORD0003025,CUS000090,2025-02-28 21:06:41,Delivered,8489.5,Pick up in store,9210 Morris Turnpike Suite 212,9210 Morris Turnpike Suite 212,Bank Transfer,2025-03-02,LOC004
ORD0003026,CUS000070,2025-02-28 11:20:41,Delivered,753.3900000000001,Pick up in store,17993 Lee Cove Apt. 976,17993 Lee Cove Apt. 976,Credit Card,2025-03-01,LOC003
ORD0003027,CUS000064,2025-02-28 14:59:41,Delivered,3857.56,Next Day,93926 Jason Common Suite 790,93926 Jason Common Suite 790,PayPal,2025-03-05,LOC010
ORD0003028,CUS000082,2025-03-01 03:07:41,Delivered,1040.96,Standard,3913 Chambers Park Apt. 634,3913 Chambers Park Apt. 634,PayPal,2025-03-08,LOC002
ORD0003029,CUS000091,2025-02-28 21:46:41,Delivered,8956.52,Standard,7372 Marshall Haven,7372 Marshall Haven,PayPal,2025-03-05,LOC010
ORD0003030,CUS000084,2025-03-01 00:12:41,Delivered,3828.0,Standard,3563 Ashley Wall Apt. 125,3563 Ashley Wall Apt. 125,Credit Card,2025-03-02,LOC018
ORD0003031,CUS000050,2025-02-28 18:09:41,Delivered,1426.83,Standard,739 Garcia Spur Apt. 819,739 Garcia Spur Apt. 819,Credit Card,2025-03-02,LOC013
ORD0003032,CUS000071,2025-02-28 16:23:41,Delivered,7804.03,Standard,085 Aaron Crescent Apt. 676,085 Aaron Crescent Apt. 676,PayPal,2025-03-01,LOC005
ORD0003033,CUS000028,2025-03-01 00:00:41,Delivered,4971.5,Express,4548 Rose Corner,4548 Rose Corner,PayPal,2025-03-08,LOC011
ORD0003034,CUS000013,2025-02-28 22:36:41,Delivered,4171.05,Next Day,54024 Miller Track Suite 763,54024 Miller Track Suite 763,Credit Card,2025-03-02,LOC009
ORD0003035,CUS000039,2025-03-01 10:21:41,Delivered,9000.08,Express,06077 Marcus Bypass,06077 Marcus Bypass,PayPal,2025-03-08,LOC020
ORD0003036,CUS000050,2025-03-01 08:38:41,Delivered,2909.7,Next Day,739 Garcia Spur Apt. 819,739 Garcia Spur Apt. 819,PayPal,2025-03-06,LOC002
ORD0003037,CUS000010,2025-02-28 13:26:41,Delivered,4859.799999999999,Pick up in store,386 Brian Gateway,386 Brian Gateway,PayPal,2025-03-07,LOC010
ORD0003038,CUS000093,2025-03-01 01:55:41,Delivered,3138.96,Express,443 Evans Pine Apt. 602,443 Evans Pine Apt. 602,PayPal,2025-03-02,LOC013
ORD0003039,CUS000008,2025-02-28 14:13:41,Delivered,569.64,Pick up in store,949 Mueller Mission,949 Mueller Mission,Bank Transfer,2025-03-05,LOC001
ORD0003040,CUS000028,2025-02-28 12:49:41,Delivered,1628.3799999999999,Next Day,4548 Rose Corner,4548 Rose Corner,Bank Transfer,2025-03-03,LOC010
ORD0003041,CUS000002,2025-02-28 13:42:41,Delivered,10391.29,Standard,7944 Rich Turnpike,7944 Rich Turnpike,Credit Card,2025-03-07,LOC018
ORD0003042,CUS000045,2025-02-28 19:49:41,Delivered,4136.7,Next Day,14062 Oliver Spurs,14062 Oliver Spurs,Bank Transfer,2025-03-06,LOC004
ORD0003043,CUS000013,2025-03-01 01:57:41,Delivered,6505.88,Standard,54024 Miller Track Suite 763,54024 Miller Track Suite 763,PayPal,2025-03-07,LOC010
ORD0003044,CUS000001,2025-03-01 19:04:41,Delivered,2614.2200000000003,Express,45447 Ryan Springs Suite 790,45447 Ryan Springs Suite 790,Credit Card,2025-03-07,LOC007
ORD0003045,CUS000073,2025-03-02 07:19:41,Delivered,8738.97,Standard,598 Smith Mission Suite 623,598 Smith Mission Suite 623,Bank Transfer,2025-03-05,LOC005
ORD0003046,CUS000068,2025-03-02 07:56:41,Delivered,1675.68,Next Day,165 Walker Mill,165 Walker Mill,PayPal,2025-03-07,LOC013
ORD0003047,CUS000067,2025-03-01 21:29:41,Delivered,5998.64,Next Day,4937 Brown Turnpike Suite 240,4937 Brown Turnpike Suite 240,Credit Card,2025-03-05,LOC004
ORD0003048,CUS000027,2025-03-02 04:29:41,Delivered,1384.48,Standard,8148 John Course Suite 159,8148 John Course Suite 159,Bank Transfer,2025-03-07,LOC007
ORD0003049,CUS000009,2025-03-01 11:05:41,Delivered,4080.6800000000003,Next Day,4479 Hinton Heights Suite 425,4479 Hinton Heights Suite 425,Credit Card,2025-03-08,LOC002
ORD0003050,CUS000085,2025-03-01 20:49:41,Delivered,7051.4800000000005,Standard,65310 Smith Causeway,65310 Smith Causeway,PayPal,2025-03-02,LOC010
ORD0003051,CUS000040,2025-03-02 09:21:41,Delivered,1212.6,Next Day,9433 Jackie Key,9433 Jackie Key,Credit Card,2025-03-08,LOC009
ORD0003052,CUS000073,2025-03-01 14:42:41,Delivered,3651.83,Next Day,598 Smith Mission Suite 623,598 Smith Mission Suite 623,Credit Card,2025-03-08,LOC005
ORD0003053,CUS000044,2025-03-02 06:43:41,Delivered,3222.24,Pick up in store,28472 Anderson Bypass,28472 Anderson Bypass,PayPal,2025-03-09,LOC011
ORD0003054,CUS000089,2025-03-01 17:29:41,Delivered,2042.62,Standard,890 Fuller Harbor Apt. 884,890 Fuller Harbor Apt. 884,Bank Transfer,2025-03-05,LOC011
ORD0003055,CUS000072,2025-03-01 14:17:41,Delivered,6782.290000000001,Pick up in store,022 Brennan Vista,022 Brennan Vista,Bank Transfer,2025-03-05,LOC008
ORD0003056,CUS000030,2025-03-01 13:44:41,Delivered,2376.3,Express,56818 Wright Drives,56818 Wright Drives,Bank Transfer,2025-03-02,LOC006
ORD0003057,CUS000055,2025-03-01 18:49:41,Delivered,852.32,Standard,3345 Angela Lane Suite 782,3345 Angela Lane Suite 782,Credit Card,2025-03-03,LOC012
ORD0003058,CUS000074,2025-03-02 02:32:41,Delivered,1418.6,Next Day,42549 Zavala Lakes Suite 652,42549 Zavala Lakes Suite 652,Bank Transfer,2025-03-06,LOC004
ORD0003059,CUS000081,2025-03-02 16:16:41,Delivered,10992.08,Express,335 Kyle Crescent Apt. 760,335 Kyle Crescent Apt. 760,Credit Card,2025-03-08,LOC003
ORD0003060,CUS000040,2025-03-02 17:23:41,Delivered,2076.7200000000003,Standard,9433 Jackie Key,9433 Jackie Key,Credit Card,2025-03-05,LOC006
ORD0003061,CUS000057,2025-03-02 23:05:41,Delivered,3626.22,Standard,647 Mcgee Manors,647 Mcgee Manors,Credit Card,2025-03-04,LOC008
ORD0003062,CUS000095,2025-03-02 20:19:41,Delivered,890.09,Pick up in store,1425 Williams Mountain,1425 Williams Mountain,Bank Transfer,2025-03-05,LOC003
ORD0003063,CUS000027,2025-03-02 13:20:41,Delivered,593.6700000000001,Express,8148 John Course Suite 159,8148 John Course Suite 159,Bank Transfer,2025-03-03,LOC006
ORD0003064,CUS000007,2025-03-02 13:36:41,Delivered,1334.58,Standard,64048 Golden Mount Suite 491,64048 Golden Mount Suite 491,Bank Transfer,2025-03-08,LOC012
ORD0003065,CUS000038,2025-03-03 03:43:41,Delivered,1849.0,Pick up in store,811 Leonard Ford Apt. 102,811 Leonard Ford Apt. 102,PayPal,2025-03-06,LOC001
ORD0003066,CUS000022,2025-03-03 08:08:41,Delivered,2409.0299999999997,Pick up in store,290 Hodges Pine,290 Hodges Pine,Credit Card,2025-03-04,LOC015
ORD0003067,CUS000036,2025-03-02 19:31:41,Delivered,4856.000000000001,Standard,4716 Felicia Trafficway Apt. 051,4716 Felicia Trafficway Apt. 051,Bank Transfer,2025-03-07,LOC008
ORD0003068,CUS000038,2025-03-02 23:30:41,Delivered,2325.67,Pick up in store,811 Leonard Ford Apt. 102,811 Leonard Ford Apt. 102,Credit Card,2025-03-06,LOC002
ORD0003069,CUS000074,2025-03-02 20:47:41,Delivered,2232.7000000000003,Next Day,42549 Zavala Lakes Suite 652,42549 Zavala Lakes Suite 652,PayPal,2025-03-08,LOC006
ORD0003070,CUS000061,2025-03-02 21:31:41,Delivered,9142.779999999999,Standard,8595 Joshua Pine,8595 Joshua Pine,Credit Card,2025-03-08,LOC012
ORD0003071,CUS000055,2025-03-03 04:02:41,Delivered,396.18,Standard,3345 Angela Lane Suite 782,3345 Angela Lane Suite 782,PayPal,2025-03-04,LOC015
ORD0003072,CUS000031,2025-03-02 14:36:41,Delivered,634.24,Next Day,3219 Rodriguez Passage Suite 363,3219 Rodriguez Passage Suite 363,Credit Card,2025-03-07,LOC002
ORD0003073,CUS000089,2025-03-03 04:04:41,Delivered,3568.8499999999995,Express,890 Fuller Harbor Apt. 884,890 Fuller Harbor Apt. 884,Bank Transfer,2025-03-07,LOC016
ORD0003074,CUS000046,2025-03-03 07:22:41,Delivered,274.98,Standard,0384 Michelle Cape,0384 Michelle Cape,PayPal,2025-03-06,LOC003
ORD0003075,CUS000035,2025-03-02 21:38:41,Delivered,713.7,Standard,0435 Mullins Canyon,0435 Mullins Canyon,Bank Transfer,2025-03-04,LOC002
ORD0003076,CUS000099,2025-03-02 13:37:41,Delivered,6855.67,Express,385 Diana Mountain,385 Diana Mountain,PayPal,2025-03-05,LOC004
ORD0003077,CUS000096,2025-03-03 01:41:41,Delivered,3196.88,Standard,997 Debra Road,997 Debra Road,Bank Transfer,2025-03-10,LOC011
ORD0003078,CUS000011,2025-03-03 03:44:41,Delivered,10433.789999999999,Pick up in store,627 Carol Vista,627 Carol Vista,Credit Card,2025-03-05,LOC018
ORD0003079,CUS000096,2025-03-03 04:18:41,Delivered,4268.47,Pick up in store,997 Debra Road,997 Debra Road,Credit Card,2025-03-10,LOC001
ORD0003080,CUS000011,2025-03-03 01:16:41,Delivered,3560.36,Pick up in store,627 Carol Vista,627 Carol Vista,PayPal,2025-03-04,LOC004
ORD0003081,CUS000039,2025-03-03 02:48:41,Delivered,1184.16,Pick up in store,06077 Marcus Bypass,06077 Marcus Bypass,Bank Transfer,2025-03-09,LOC013
ORD0003082,CUS000057,2025-03-03 03:24:41,Delivered,9100.76,Next Day,647 Mcgee Manors,647 Mcgee Manors,Bank Transfer,2025-03-07,LOC001
ORD0003083,CUS000053,2025-03-03 05:06:41,Delivered,3156.58,Pick up in store,92512 Armstrong Station,92512 Armstrong Station,Credit Card,2025-03-06,LOC001
ORD0003084,CUS000018,2025-03-03 00:42:41,Delivered,6848.450000000001,Express,693 Kathryn Extension,693 Kathryn Extension,Bank Transfer,2025-03-05,LOC006
ORD0003085,CUS000072,2025-03-02 16:49:41,Delivered,541.48,Express,022 Brennan Vista,022 Brennan Vista,Bank Transfer,2025-03-07,LOC008
ORD0003086,CUS000045,2025-03-02 21:03:41,Delivered,8054.639999999999,Pick up in store,14062 Oliver Spurs,14062 Oliver Spurs,PayPal,2025-03-05,LOC008
ORD0003087,CUS000037,2025-03-03 07:37:41,Delivered,4032.8199999999997,Standard,536 Elizabeth Via,536 Elizabeth Via,Credit Card,2025-03-06,LOC013
ORD0003088,CUS000018,2025-03-03 01:02:41,Delivered,3656.37,Next Day,693 Kathryn Extension,693 Kathryn Extension,Bank Transfer,2025-03-04,LOC010
ORD0003089,CUS000010,2025-03-04 06:40:41,Delivered,6616.03,Express,386 Brian Gateway,386 Brian Gateway,Bank Transfer,2025-03-10,LOC001
ORD0003090,CUS000039,2025-03-04 09:20:41,Delivered,2190.84,Next Day,06077 Marcus Bypass,06077 Marcus Bypass,Bank Transfer,2025-03-07,LOC019
ORD0003091,CUS000075,2025-03-03 19:23:41,Delivered,3107.84,Next Day,10585 Shaun Squares Suite 674,10585 Shaun Squares Suite 674,Credit Card,2025-03-07,LOC007
ORD0003092,CUS000091,2025-03-03 19:05:41,Delivered,3109.66,Next Day,7372 Marshall Haven,7372 Marshall Haven,PayPal,2025-03-06,LOC007
ORD0003093,CUS000081,2025-03-03 18:25:41,Delivered,5107.84,Pick up in store,335 Kyle Crescent Apt. 760,335 Kyle Crescent Apt. 760,Credit Card,2025-03-04,LOC018
ORD0003094,CUS000069,2025-03-04 10:46:41,Delivered,4505.79,Pick up in store,56017 Michelle Trace Apt. 592,56017 Michelle Trace Apt. 592,Credit Card,2025-03-07,LOC006
ORD0003095,CUS000068,2025-03-03 19:20:41,Delivered,3381.05,Pick up in store,165 Walker Mill,165 Walker Mill,PayPal,2025-03-05,LOC018
ORD0003096,CUS000022,2025-03-03 19:11:41,Delivered,6519.42,Next Day,290 Hodges Pine,290 Hodges Pine,Bank Transfer,2025-03-05,LOC010
ORD0003097,CUS000075,2025-03-03 11:51:41,Delivered,3881.5499999999997,Next Day,10585 Shaun Squares Suite 674,10585 Shaun Squares Suite 674,PayPal,2025-03-04,LOC018
ORD0003098,CUS000084,2025-03-03 16:40:41,Delivered,1742.6999999999998,Next Day,3563 Ashley Wall Apt. 125,3563 Ashley Wall Apt. 125,PayPal,2025-03-09,LOC019
ORD0003099,CUS000004,2025-03-03 11:33:41,Delivered,4267.7,Next Day,86781 Webb Tunnel Apt. 880,86781 Webb Tunnel Apt. 880,Credit Card,2025-03-09,LOC019
ORD0003100,CUS000035,2025-03-03 13:10:41,Delivered,3835.5600000000004,Next Day,0435 Mullins Canyon,0435 Mullins Canyon,Credit Card,2025-03-06,LOC004
ORD0003101,CUS000054,2025-03-03 14:32:41,Delivered,921.83,Standard,00532 Matthew Fork Suite 143,00532 Matthew Fork Suite 143,Credit Card,2025-03-09,LOC002
ORD0003102,CUS000005,2025-03-04 08:13:41,Delivered,9485.560000000001,Standard,55835 Christopher Parkways Suite 486,55835 Christopher Parkways Suite 486,Credit Card,2025-03-11,LOC009
ORD0003103,CUS000060,2025-03-03 13:49:41,Delivered,2673.6600000000003,Express,50318 Kenneth Burg Suite 855,50318 Kenneth Burg Suite 855,Credit Card,2025-03-10,LOC009
ORD0003104,CUS000064,2025-03-03 18:32:41,Delivered,4746.25,Standard,93926 Jason Common Suite 790,93926 Jason Common Suite 790,Credit Card,2025-03-05,LOC013
ORD0003105,CUS000024,2025-03-03 18:40:41,Delivered,5288.59,Pick up in store,574 Gonzales Lodge Apt. 681,574 Gonzales Lodge Apt. 681,PayPal,2025-03-04,LOC020
ORD0003106,CUS000029,2025-03-04 07:07:41,Delivered,3370.2200000000003,Express,248 Schaefer Alley,248 Schaefer Alley,Bank Transfer,2025-03-05,LOC009
ORD0003107,CUS000062,2025-03-04 01:33:41,Delivered,1658.9799999999998,Express,9634 Thomas Vista,9634 Thomas Vista,PayPal,2025-03-05,LOC002
ORD0003108,CUS000088,2025-03-04 01:16:41,Delivered,266.35,Standard,50544 Penny Isle Suite 526,50544 Penny Isle Suite 526,PayPal,2025-03-07,LOC013
ORD0003109,CUS000085,2025-03-04 01:17:41,Delivered,2074.68,Pick up in store,65310 Smith Causeway,65310 Smith Causeway,PayPal,2025-03-07,LOC003
ORD0003110,CUS000047,2025-03-03 22:17:41,Delivered,5932.209999999999,Next Day,46161 Ortega Fork Apt. 399,46161 Ortega Fork Apt. 399,Credit Card,2025-03-05,LOC010
ORD0003111,CUS000095,2025-03-03 14:13:41,Delivered,3577.6400000000003,Standard,1425 Williams Mountain,1425 Williams Mountain,Credit Card,2025-03-05,LOC018
ORD0003112,CUS000028,2025-03-03 20:12:41,Delivered,1142.06,Next Day,4548 Rose Corner,4548 Rose Corner,Bank Transfer,2025-03-09,LOC014
ORD0003113,CUS000081,2025-03-04 10:39:41,Delivered,3534.04,Standard,335 Kyle Crescent Apt. 760,335 Kyle Crescent Apt. 760,Bank Transfer,2025-03-05,LOC017
ORD0003114,CUS000073,2025-03-05 05:00:41,Delivered,3697.52,Next Day,598 Smith Mission Suite 623,598 Smith Mission Suite 623,Credit Card,2025-03-06,LOC009
ORD0003115,CUS000079,2025-03-05 07:47:41,Delivered,7467.09,Pick up in store,34676 Chan Brooks,34676 Chan Brooks,Credit Card,2025-03-10,LOC012
ORD0003116,CUS000036,2025-03-04 11:03:41,Delivered,5524.049999999999,Pick up in store,4716 Felicia Trafficway Apt. 051,4716 Felicia Trafficway Apt. 051,PayPal,2025-03-10,LOC015
ORD0003117,CUS000066,2025-03-04 17:23:41,Delivered,3135.79,Next Day,712 Andrew Ranch,712 Andrew Ranch,PayPal,2025-03-07,LOC018
ORD0003118,CUS000062,2025-03-05 03:53:41,Delivered,5705.820000000001,Standard,9634 Thomas Vista,9634 Thomas Vista,PayPal,2025-03-08,LOC019
ORD0003119,CUS000011,2025-03-04 15:16:41,Delivered,5095.81,Pick up in store,627 Carol Vista,627 Carol Vista,Bank Transfer,2025-03-06,LOC004
ORD0003120,CUS000059,2025-03-04 14:08:41,Delivered,902.32,Pick up in store,604 Jones Courts Apt. 869,604 Jones Courts Apt. 869,Credit Card,2025-03-11,LOC013
ORD0003121,CUS000061,2025-03-04 13:05:41,Delivered,1413.5500000000002,Express,8595 Joshua Pine,8595 Joshua Pine,Credit Card,2025-03-10,LOC008
ORD0003122,CUS000077,2025-03-04 22:33:41,Delivered,3076.76,Standard,17316 Ashley Ridges Suite 345,17316 Ashley Ridges Suite 345,Credit Card,2025-03-11,LOC004
ORD0003123,CUS000001,2025-03-04 21:48:41,Delivered,1201.46,Pick up in store,45447 Ryan Springs Suite 790,45447 Ryan Springs Suite 790,Credit Card,2025-03-09,LOC003
ORD0003124,CUS000063,2025-03-05 07:10:41,Delivered,2475.6400000000003,Standard,6888 Emily Underpass,6888 Emily Underpass,Credit Card,2025-03-11,LOC003
ORD0003125,CUS000051,2025-03-05 08:53:41,Delivered,4144.5,Standard,563 Jones Fields Suite 934,563 Jones Fields Suite 934,PayPal,2025-03-10,LOC012
ORD0003126,CUS000095,2025-03-05 05:49:41,Delivered,6616.900000000001,Standard,1425 Williams Mountain,1425 Williams Mountain,Credit Card,2025-03-06,LOC004
ORD0003127,CUS000094,2025-03-05 10:39:41,Delivered,7451.570000000001,Express,91800 Tony Lights Suite 800,91800 Tony Lights Suite 800,PayPal,2025-03-09,LOC005
ORD0003128,CUS000022,2025-03-04 19:45:41,Delivered,7081.73,Pick up in store,290 Hodges Pine,290 Hodges Pine,Bank Transfer,2025-03-08,LOC001
ORD0003129,CUS000086,2025-03-05 23:13:41,Delivered,3351.6000000000004,Standard,023 Melissa Crossroad Apt. 855,023 Melissa Crossroad Apt. 855,Bank Transfer,2025-03-12,LOC020
ORD0003130,CUS000014,2025-03-06 01:23:41,Delivered,1576.41,Pick up in store,240 Lewis Park,240 Lewis Park,PayPal,2025-03-07,LOC018
ORD0003131,CUS000033,2025-03-05 15:19:41,Delivered,8618.68,Express,32833 Harris Fall,32833 Harris Fall,Bank Transfer,2025-03-08,LOC019
ORD0003132,CUS000059,2025-03-05 14:10:41,Delivered,1881.3600000000001,Pick up in store,604 Jones Courts Apt. 869,604 Jones Courts Apt. 869,Credit Card,2025-03-08,LOC001
ORD0003133,CUS000046,2025-03-05 21:06:41,Delivered,6784.17,Pick up in store,0384 Michelle Cape,0384 Michelle Cape,Credit Card,2025-03-11,LOC020
ORD0003134,CUS000037,2025-03-06 10:26:41,Delivered,5103.36,Express,536 Elizabeth Via,536 Elizabeth Via,PayPal,2025-03-12,LOC002
ORD0003135,CUS000061,2025-03-06 06:28:41,Delivered,5545.110000000001,Standard,8595 Joshua Pine,8595 Joshua Pine,Bank Transfer,2025-03-07,LOC016
ORD0003136,CUS000086,2025-03-06 03:41:41,Delivered,7575.550000000001,Next Day,023 Melissa Crossroad Apt. 855,023 Melissa Crossroad Apt. 855,Credit Card,2025-03-09,LOC014
ORD0003137,CUS000017,2025-03-05 21:06:41,Delivered,1930.68,Pick up in store,4207 Craig Causeway,4207 Craig Causeway,PayPal,2025-03-06,LOC005
ORD0003138,CUS000080,2025-03-05 16:54:41,Delivered,6878.48,Standard,84198 Mitchell Light,84198 Mitchell Light,Credit Card,2025-03-11,LOC005
ORD0003139,CUS000039,2025-03-06 00:33:41,Delivered,195.56,Standard,06077 Marcus Bypass,06077 Marcus Bypass,Credit Card,2025-03-07,LOC016
ORD0003140,CUS000072,2025-03-05 16:49:41,Delivered,1018.6800000000001,Standard,022 Brennan Vista,022 Brennan Vista,Bank Transfer,2025-03-07,LOC008
ORD0003141,CUS000021,2025-03-05 16:43:41,Delivered,508.72,Express,873 Paul Lakes,873 Paul Lakes,PayPal,2025-03-08,LOC006
ORD0003142,CUS000095,2025-03-05 14:36:41,Delivered,1159.92,Standard,1425 Williams Mountain,1425 Williams Mountain,PayPal,2025-03-12,LOC001
ORD0003143,CUS000028,2025-03-06 06:09:41,Delivered,1494.6,Next Day,4548 Rose Corner,4548 Rose Corner,Bank Transfer,2025-03-07,LOC011
ORD0003144,CUS000016,2025-03-06 10:50:41,Delivered,7860.75,Express,517 Lester Brook,517 Lester Brook,PayPal,2025-03-09,LOC002
ORD0003145,CUS000077,2025-03-05 23:19:41,Delivered,8643.31,Express,17316 Ashley Ridges Suite 345,17316 Ashley Ridges Suite 345,Bank Transfer,2025-03-07,LOC012
